NAME,Revenue_2015 ,Revenue_2016,Revenue_2017,Revenue_2018,Revenue_2019,Employees_2017,Employees_2018,Employees_2019,Employees_2020,Revenue_2020(To predict)
JEXP,"16,863,134","16,770,361","17,239,857","19,885,463","18,667,074",,,13,,
YJJL,"7,372,681","10,029,922","13,003,553","19,056,449","18,504,433",31,53,95,99,
DBZI,"6,201,842","10,005,934","13,530,692","19,650,056","17,990,799",,183,192,216,
QYVD,"13,681,049","15,314,862","17,104,225","17,836,191","17,987,913",150,134,125,132,
CWDO,"19,158,026","18,231,617","18,890,557","17,668,983","17,904,094",,65,66,63,
WKVA,"17,612,213","17,504,918","17,983,810","17,395,731",,106,104,87,62,
FDWE,"445,945","3,408,440","7,143,414","16,276,976","17,655,127",,128,185,211,
SIWM,"18,902,500","17,485,042","16,817,624","17,287,451",,175,167,172,196,
SUSH,"11,609,544","14,369,221","14,251,606","18,392,298","17,574,395",108,129,143,150,
FGKE,"16,523,586","18,237,659","15,514,255","16,829,032",,,,47,39,
NMQG,"11,244,229","14,333,926","16,766,179","17,090,049",,,163,176,179,
IUXC,"10,731,036","12,703,593","14,266,793","15,311,683","17,413,053",83,86,92,90,
DVGB,"13,125,057","15,786,875","18,797,377","19,887,722","17,281,086",108,118,116,,
QXUJ,"10,260,707","14,378,823","17,287,020","17,267,200",,,534,713,717,
SZFC,"8,758,448","10,149,222","11,144,406","13,816,878","17,093,349",52,58,72,77,
FTFP,"11,551,000","12,129,516","12,777,357","15,515,903","17,020,737",,,8,,
OCSL,"7,023,916","8,264,972","10,497,947","16,694,345",,,93,112,117,
WERV,"9,582,399","9,548,362","11,544,475","14,634,014","16,939,331",119,127,137,,
EFUK,"16,566,797","17,709,090","16,080,496",,,,42,51,48,
SAVF,"13,679,503","13,597,924","16,371,740","17,232,126","17,297,835",48,59,63,61,
WJAT,"14,348,188","14,631,210","15,686,148","17,292,030","16,862,204",,151,156,154,
MBVZ,"9,699,674","11,768,221","17,233,054","16,923,208","16,735,544",,197,196,209,
RLVL,"4,588,543","8,206,685","6,403,479","8,247,999","16,733,602",,79,75,72,
FWFU,"4,851,473","7,370,103","10,194,274","12,810,697","16,665,751",,114,112,77,
IYON,"11,102,001","15,711,730","15,579,849",,,,,,19,
XDJN,"13,794,376","15,859,178","11,767,641","14,098,770","16,984,332",,123,120,108,
AOGH,"10,571,482","12,542,728","15,687,828",,,,,78,87,
BZOH,"10,245,986","11,561,428","12,949,772","14,917,882","16,495,122",,95,102,112,
SZDZ,"17,755,698","16,404,991","16,143,093","16,451,387",,61,63,58,59,
FZIN,"14,475,177","14,573,713","14,820,514","23,991,096","16,798,674",,120,134,133,
VDXC,"6,598,869","9,026,248","9,677,475","9,251,372","16,371,392",,90,89,94,
IHEZ,"11,016,720","12,024,978","13,879,944","16,120,542","16,343,032",,,9,,
PZLV,"10,560,102","12,246,240","13,950,269","14,965,794","16,751,902",112,120,123,127,
VJWU,,"9,832,826","11,309,895","13,099,103","16,283,312",74,80,76,,
YREF,"770,669","881,574","2,047,562","3,465,413","16,266,605",,183,198,186,
FXYV,"16,291,082","17,701,784","16,456,608","15,443,356","16,250,954",197,204,194,203,
KBUK,"9,700,546","11,786,687","11,405,427","15,942,513","16,121,654",,,16,,
FSCG,"2,141,310","3,623,397","7,291,479","15,753,450",,,1187,1682,1863,
ETJA,"14,631,215","15,231,253","16,108,513","13,985,055","15,886,863",,,16,,
BXKI,"10,326,414","17,767,191","7,792,889","8,513,377","15,863,331",,,,6,
ITYQ,"9,103,538","11,340,863","10,659,773","12,812,007","15,935,345",148,164,192,,
YYCQ,"8,566,495","9,126,616","10,273,032","13,868,020","16,143,754",119,137,148,182,
EELJ,"16,998,138","18,256,297","13,467,560","15,190,622",,,119,131,143,
FYID,"8,527,205","9,498,609","11,871,097","15,185,334","15,431,604",99,111,103,94,
YHUJ,"2,466,440","9,628,049","11,095,205","12,653,207","15,410,260",29,29,36,39,
KKGE,"9,753,560","10,502,464","10,727,709","12,025,275","12,952,554",,,18,,
QKFJ,"4,284,858","5,221,084","7,607,275","11,195,774","15,619,510",,89,114,126,
SCXX,"21,567,000","21,520,000","22,788,000","28,338,000","15,214,000",,58,60,53,
OVPT,"10,117,986","14,096,047","14,110,975","14,785,982",,,208,226,212,
IFJZ,"6,701,751","11,216,621","18,351,820","14,760,635",,,46,56,55,
KFTE,"6,302,833","8,129,140","10,343,713",,"15,012,843",,81,85,85,
VZQD,"12,168,200","13,396,640","12,570,749","14,209,235","14,951,105",96,111,130,126,
VRKI,"10,983,819","11,008,000","11,076,000","12,814,000","14,932,000",,145,160,171,
NMNB,"14,949,505","15,695,099","16,129,033","15,478,225","14,924,031",,66,68,69,
JATA,"15,734,436","15,530,409","15,509,825","16,232,905","14,916,565",42,43,40,,
CTRF,"13,160,886","12,154,735","13,487,134","14,904,904",,,29,30,34,
HUCQ,"11,200,000","12,004,000","12,978,000","16,369,000","14,803,000",,,26,,
HUPJ,"10,975,877","13,502,353","16,510,043","18,378,872","18,462,482",,,194,178,
YPWA,"10,872,631","9,421,221","12,267,976","14,413,163",,43,41,49,,
IMXM,"14,626,660","17,442,765","12,650,957","13,841,954","14,580,836",30,33,34,,
PTOH,"13,407,771","15,190,913","16,326,283","15,842,839","14,274,200",,200,177,169,
ISGX,"7,036,357","7,709,932","8,808,605","7,835,807","14,248,098",23,25,34,38,
VJTE,"8,611,627","8,135,299","13,265,473",,,65,71,83,,
JBVB,"8,748,138","11,184,398","11,861,679","12,881,273","14,154,980",32,39,40,45,
JQTG,"10,251,798","10,472,492","11,425,483","10,593,976","14,051,420",,,,25,
BDXG,"11,283,406","10,927,851","12,183,353","11,738,741","14,019,540",,,,18,
LMNE,"31,071,384","24,715,724","14,978,007","13,714,958",,,,3,,
OUBV,"10,980,372","10,735,051","12,329,044","14,833,980","13,927,894",,125,123,136,
FDRX,,"9,237,011","11,602,948","13,631,559",,79,87,92,93,
GNFJ,"8,803,185","8,952,937","10,609,555","9,722,986","13,750,509",,32,35,40,
ZENH,"715,549","615,208","412,589","12,168,609","13,730,618",47,55,64,77,
BETS,,"1,111,226","12,587,845","10,272,041","13,660,724",,396,389,379,
ASDH,"5,958,659","7,791,810","9,167,340","11,240,432","13,653,299",96,113,129,,
RGZP,"17,152,185","13,769,603","12,361,575",,,,,,23,
LGCK,"10,868,673","11,118,441","12,159,086","13,800,073","13,637,212",30,34,46,46,
IZUH,"23,013,080","30,394,637","35,603,425","13,213,759",,,,102,110,
BGBO,"9,444,723","10,657,598","13,340,164","14,817,717","13,437,627",,82,80,78,
RWNX,"4,510,462","4,353,510","4,635,649","8,727,976","13,367,465",,32,40,45,
HMLM,"8,695,183","9,368,681","10,556,983","10,852,444","13,288,234",67,75,85,94,
GEIO,"14,484,808","15,771,085","16,762,179","12,851,839","13,157,997",,128,118,109,
NZQA,"8,540,290","10,896,031","12,876,609","13,293,437","13,107,025",,79,84,69,
ITYH,"8,327,795","10,328,080","8,342,522","12,768,050","13,415,611",72,85,93,105,
WZMG,"12,387,908","12,507,454","14,077,721","12,721,024",,111,120,120,123,
NSXY,"2,637,866","4,001,127","7,416,845","12,691,448",,,,24,,
GBYW,"8,169,156","10,748,175","11,403,602","14,865,138","12,826,202",,33,34,34,
FSZS,"10,269,311","12,009,427","11,547,476","12,779,278","12,784,121",46,47,42,42,
ZMMP,"7,923,266","9,839,649","11,071,363","12,533,561",,107,116,111,113,
ODEY,"21,248,837","14,704,289","16,398,557","10,906,396","12,754,557",,,,19,
ZDTA,"10,186,476","12,289,212","12,318,664","11,988,721","12,582,687",,34,37,36,
LZOS,"7,652,122","10,005,779","10,866,768","10,774,059","12,573,472",68,66,78,83,
DXJK,"4,599,582","8,296,738","10,998,912","11,263,086","12,549,803",171,180,197,,
BJSF,"4,213,669","5,650,284","7,221,880","8,928,187","12,467,805",,45,43,39,
VHUS,"8,182,673","8,589,520","10,510,351","11,371,769","12,736,765",,94,103,103,
IBEN,"25,228,532","28,134,907","28,565,866","28,326,273","12,261,180",63,72,70,,
SUQW,"6,220,371","8,894,187","10,591,006","10,321,110","12,349,182",,71,68,73,
EREV,"13,736,685","27,027,024","11,252,000","12,035,000",,67,75,66,,
CBDT,"15,380,005","18,964,240","13,734,036","14,631,781","12,207,277",,,,36,
UJTO,"1,297,787","3,700,777","5,771,518","8,954,082","12,527,192",,98,109,132,
WDEN,"1,867,494","3,812,176","7,442,967","11,873,836",,,23,36,41,
NTLN,,"6,306,075","7,496,854","10,881,704","12,063,348",,60,71,83,
JWHX,"12,623,113","13,558,594","13,880,978","11,822,295",,,,24,,
DBPS,"6,398,758","6,595,608","8,676,335","10,670,750","12,026,401",164,267,323,372,
RJBT,"1,837,232","3,710,962","6,140,220","9,800,432","12,021,352",,,,4,
NLEU,"1,837,232","3,710,962","6,140,220","9,800,432","12,021,352",,54,67,72,
EQUN,"2,170,192","3,476,547","5,263,321","7,969,497","12,301,763",,,41,42,
MCBW,"5,728,000","8,984,407","8,726,000","9,773,000","11,949,000",,87,97,101,
FINJ,"11,542,340","12,569,892","13,292,298","13,929,668","11,939,270",,33,34,35,
PQEJ,"4,697,343","6,696,534","8,786,443","10,369,268","11,867,780",,,65,71,
KXXA,"8,993,067","12,551,401","11,310,041","11,859,196",,81,82,76,78,
NMOQ,"13,059,058","10,812,339","10,719,106","11,345,273","11,849,593",,29,35,37,
GRYH,"14,894,554","20,704,859","19,195,312","12,591,669","11,823,173",89,87,82,75,
FVJJ,,"10,032,220","8,864,217","10,655,005","11,753,045",,94,102,129,
PJFY,"3,667,315","5,205,351","7,032,913","9,183,936","10,555,246",76,86,101,93,
KXGJ,"14,652,082","14,076,949","11,106,463","11,867,756","11,729,055",142,145,143,,
QYDO, -   , -   ,1,1,"11,692,883",52,56,60,59,
LXNF,"8,924,037","10,626,262","10,873,402",,,,,13,,
TOPK,"5,202,693","6,572,000","5,755,000","9,550,000","11,591,000",,23,33,37,
RLPE,"5,234,720","6,049,971","7,602,589","9,516,935","11,556,848",,30,37,39,
MSPS,"7,464,100","7,658,271","9,464,671","10,097,547","11,548,968",54,59,62,58,
VWZF,"4,537,832","8,369,549","10,770,505",,,,,22,28,
XFVD,"4,393,918","6,719,104","6,083,736","8,711,884","11,444,388",72,73,79,92,
ZHOQ,"4,309,921","5,823,937","8,663,649","11,070,773",,,102,115,140,
UULM,"4,755,745","5,665,796","6,924,731","7,867,999","11,116,935",31,34,36,36,
CFOI,"7,692,277","8,017,166","9,140,481","10,081,598","11,148,060",,38,37,37,
PVHJ,"2,861,931","8,386,797","8,388,099","10,860,443",,,42,46,59,
OMUA,"2,088,919","3,591,302","4,543,958","5,574,696","11,021,854",42,46,46,51,
AXMO,"6,488,261","6,987,486","7,705,372","9,184,395","11,009,142",,67,78,81,
NNRM,"11,673,610","11,418,758","12,056,873",,"11,002,091",,38,39,41,
NEXP,"10,583,982","11,732,146","10,240,463",,,,114,123,125,
DVVV,"7,227,893","7,649,116","8,836,325","9,987,017","10,836,617",,93,92,95,
AIDF,"208,955","6,774,456","7,153,413","6,991,324","10,822,325",,,17,,
VCYJ,"7,907,291","8,781,332","8,820,747","10,600,228",,,98,105,112,
DRSC,"5,426,688","6,487,720","8,288,927","10,575,337",,,77,83,75,
MEQJ,"8,132,000","8,105,000","12,087,000","9,417,000","10,617,000",,,,15,
WMQH,"5,524,675","6,923,232","8,078,705","9,978,197","10,824,490",174,179,175,147,
RRSB,"8,531,739","9,919,716","10,089,205","10,335,137","10,522,078",,78,79,77,
ADCI,"10,405,520","11,214,325","10,229,011","12,034,201","10,442,819",60,56,62,65,
MINX,"4,423,422","6,126,904","7,047,978","8,525,140","10,624,132",,116,141,167,
ESDW,"9,759,258","9,330,310","9,773,073","10,744,279","10,436,427",48,59,61,65,
JGKY,"4,239,051","6,183,020","9,772,022",,,,583,623,749,
PCNK,"4,615,675","7,678,425","9,628,922",,,84,90,114,140,
WHKR,"3,106,795","2,414,870","18,274,986","54,024,739","10,199,207",,46,57,59,
PNZS,"3,295,812","4,689,364","9,519,041",,,,36,41,37,
AWIC,"14,712,000","15,654,000","13,482,000","13,339,000","10,159,000",,,,1,
RQMU,"3,059,609","3,915,017","9,069,918","8,325,518","10,116,737",,63,52,58,
DAKS,"6,715,722","7,020,919","8,275,681","9,768,331","10,086,577",,88,88,90,
QIPT,"13,025,326","12,336,057","8,703,925","9,256,371","10,294,776",82,73,68,66,
KUZD,"9,192,822","10,030,685","10,481,216","9,711,191","10,030,037",,93,98,91,
TPXK,"4,103,222","5,131,439","6,764,591","9,218,135","10,291,934",,55,55,60,
REML,"6,709,192","8,154,812","9,624,052","9,550,453","9,920,151",,,,20,
CJZZ,"8,165,380","9,049,109","9,483,376","9,582,513","9,880,050",,,5,,
RXJG,"13,790,630","14,429,365","10,925,008","8,605,963","9,805,122",,,21,,
AYRF,"3,847,409","7,349,309","5,486,533",,"9,803,693",25,29,31,33,
EGKB,"11,206,606","7,799,238","9,773,621","10,690,030","9,800,223",,,,8,
RYXM,"10,661,059","11,249,227","11,116,683","10,032,773","9,796,121",,116,108,104,
HUFS,"3,888,912","6,154,125","7,673,086","4,834,828","9,750,269",,,113,125,
AXJY,"1,498,534","4,014,929","10,237,871","10,518,833","9,733,726",,,,15,
KIXL,"9,419,000","8,866,000","8,830,000","8,965,000","9,696,000",,30,36,38,
AIGU,"4,621,921","6,358,980","9,069,641",,,59,68,77,83,
BBWA,"8,476,509","8,727,181","11,704,057","10,514,028","9,621,488",,,25,,
XSLC,"3,814,048","5,574,045","5,163,946","7,183,698","9,589,053",,61,70,72,
YQGF,"7,294,708","8,984,727","10,384,882","9,396,961",,29,31,36,38,
WTVS,"6,123,044","6,314,128","6,580,022","8,218,184","9,426,128",60,65,68,69,
SJQO,"8,317,594","9,860,696","11,208,699","10,843,104","9,529,983",,48,54,51,
QKFS,"5,709,414","6,649,403","5,990,342","7,611,441","9,503,779",,,,7,
EDOB,"4,308,340","5,040,376","6,968,920","7,827,267","9,460,755",81,96,117,130,
HBML,"7,685,000","6,332,000","6,777,000","9,423,000",,,92,122,102,
ZJUQ,"4,949,047","5,576,813","5,861,046","6,818,467","9,416,089",,51,56,52,
IYKE,"7,632,179","7,655,804","8,639,549",,"9,407,573",345,376,391,478,
XVLP,"10,049,872","8,837,036","10,610,031","9,230,092",,,71,75,48,
OQLN,"8,832,879","5,124,669","5,742,935","8,240,236","9,341,879",,,18,,
LHME,"4,841,367","5,311,948","7,715,104","8,606,223","9,301,275",73,81,76,87,
BEEL,"3,663,583","4,610,201","5,599,068","7,224,058","9,296,333",,,18,,
OQGO,"10,074,331","4,288,360","9,552,834","17,274,374","9,272,713",,42,48,50,
XMXJ,,"6,107,505","3,615,417","9,244,375","9,225,460",,29,40,54,
AZEC,"5,265,631","5,040,095","6,840,778","6,236,660","9,218,358",46,48,58,64,
CNFU,"2,362,913","6,565,118","6,180,098","8,336,438","9,190,634",,55,69,74,
QQQC,"4,126,870","5,682,752","9,107,875","8,998,575",,,,,13,
GISV,,"7,834,142","7,879,437","8,905,091","9,151,974",45,51,55,68,
GJZX,"5,535,338","7,247,472","9,014,145","9,146,501",,,179,194,186,
ZPSE,"5,582,755","6,772,717","8,393,389","9,836,195","9,133,318",99,124,128,,
PSSI,"5,582,755","6,772,717","8,393,389","9,836,195","9,133,318",101,114,119,75,
OSYZ,"7,798,621","8,205,309","7,909,322","8,917,191",,,,23,,
RMZR,"5,261,359","7,339,005","9,146,540","7,614,651","9,035,794",,,1,,
PHGE,"5,655,445","6,710,556","7,552,347","9,123,527","9,236,253",69,75,84,88,
PEXR,"6,258,015","7,520,727","8,865,903","8,812,597",,,30,31,31,
FGDQ,"6,914,010","8,729,592","8,007,549","8,127,984","8,971,198",,70,73,65,
REIP,"6,861,990","9,970,031","9,520,512","8,930,568","8,935,270",,74,76,77,
LUHZ,"5,797,177","6,712,752","7,016,619","7,705,784","8,819,181",,,,17,
EKTE,"6,180,172","7,186,908","8,054,267","8,679,250",,,62,77,86,
DHRW,"1,736,252","4,148,884","6,928,916","9,439,250","8,832,919",,,13,,
NGMM,"5,676,825","1,238,384","7,902,980","8,784,509",,,73,73,70,
GDDT,"24,069,919","21,927,877","17,538,455","24,044,917","8,777,824",152,106,103,122,
EGJY,"21,283,039","51,299,527","28,908,116","13,346,048","8,760,711",,56,53,50,
BTOW,"4,650,345","7,365,769","7,112,104","8,589,096",,,,132,135,
GUUN,"149,473","2,358,010","6,512,986","7,790,433","8,652,139",,81,105,83,
WJBO,"5,401,628","5,842,842","9,494,083","8,391,625",,415,356,289,341,
DRHT,"6,180,774","6,034,313","7,221,416","7,617,031","8,552,098",27,27,36,38,
SWZQ,"7,779,694","7,796,755","8,651,056","8,383,928",,78,88,92,,
PALP,"5,936,803","7,725,458","7,690,638","8,257,292",,150,159,181,191,
VPKB,"4,085,251","4,657,435","5,535,878","6,391,607","8,360,635",50,54,56,55,
GBBW,"5,303,115","5,741,010","6,818,061","7,456,508","8,346,191",39,38,37,40,
LJZE,"4,853,000","3,158,000","4,494,000","3,699,000","8,306,000",66,71,82,96,
YDKK,"8,322,346","4,859,516","5,311,288","6,670,877","8,274,625",34,33,39,,
UNTN,"2,100,000","2,605,000","3,354,000","4,444,000","8,263,000",,,14,,
IMYW,"4,421,359","7,997,784","8,249,124","8,880,601","8,261,608",,,,1,
MOAD,"6,119,558","7,487,563","7,355,077","7,719,320","8,250,711",,148,169,161,
NRHN,,"10,363,832","10,024,624","18,204,959","8,211,564",,70,77,78,
WHQY,"1,589,893","1,211,561","2,418,187","3,922,758","8,209,166",,,146,179,
KEET,"1,589,893","1,211,561","2,418,187","3,922,758","8,209,166",,89,128,178,
NTDC,"455,059","1,472,745","4,683,443","8,029,421",,,132,178,226,
AKBQ,"4,079,165","5,238,475","6,162,826","6,441,649","8,163,872",,54,60,59,
LWEE,"1,145,187","1,811,272","3,751,139","5,350,617","8,102,873",,50,90,110,
ATPP,"4,756,113","5,013,685","5,954,537","6,735,690","8,101,496",46,49,39,43,
YYHG,"4,289,495","5,278,654","5,635,160","6,591,505","8,089,550",64,72,82,98,
LFTB,"6,288,010","5,985,426","6,238,459","7,924,635",,,28,34,35,
UKGV,"3,371,766","4,870,693","6,076,433","7,342,109","8,204,650",81,81,82,100,
TIAM,"1,150,523","2,905,734","4,294,491","5,240,642","7,927,086",,,,16,
ZNUZ,"868,796","1,947,771","2,629,622","5,798,252","7,869,955",28,49,58,53,
YKCG,"5,736,740","6,363,502","6,981,216","7,623,166","7,798,936",,79,93,95,
ETWM,"7,156,589","7,180,411","7,414,886","8,575,221","7,783,559",,62,65,59,
EQPY,"7,506,585","6,435,709","8,697,069","7,566,240",,117,115,107,,
FLSL,"6,969,551","6,929,027","8,983,237","8,254,135","7,708,130",52,50,48,44,
BFLM,"2,036,198","4,372,833","7,411,404","7,675,676","7,675,176",,209,220,231,
RBFP,"2,695,185","3,308,693","4,012,466","6,551,214","7,467,058",,76,84,82,
XIFO,,"1,501,375","2,163,796","5,114,696","7,441,471",,55,60,75,
KOOZ,"5,960,170","6,996,178","6,212,585","5,993,187","7,365,569",,56,83,91,
TVLF,"7,032,250","7,708,887","7,515,895","7,003,214","7,318,336",58,61,65,62,
CUYG,"8,607,517","3,429,819","14,368,412","6,286,954","7,301,979",,27,42,52,
RQES,"3,644,300","5,195,031","6,603,730","7,986,387","7,288,065",,82,85,94,
LAGE,"4,286,177","5,509,100","7,143,716","8,005,116","7,270,641",47,57,56,59,
BNJB,"4,653,000","5,236,000","5,604,000","6,291,000","7,221,000",,47,59,58,
NQUJ,"1,951,802","3,008,247","5,459,573","7,865,832","7,099,201",,121,115,120,
MDEC,"2,384,673","2,573,328","6,620,718",,,,43,41,36,
CFYT,"1,483,927","3,731,694","5,977,740","6,931,969",,,,8,,
YAZD,"5,672,321","6,508,709","6,206,018","7,727,674","7,057,341",,171,208,206,
IEBH,"7,462,437","6,037,703","4,513,998","5,697,114","7,009,889",,,,26,
IHLV,,"5,326,576","6,542,175",,,,76,102,105,
JGLY,"7,562,377","9,575,160","6,127,691","7,454,018","6,953,431",68,70,69,65,
XJHS,"4,637,138","5,571,683","6,027,534","6,149,386","6,826,496",,23,32,36,
VVXV,"8,175,121","7,847,608","6,609,131","7,103,459","7,884,322",61,60,58,58,
MAWI,"4,806,569","4,831,790","5,673,426","7,427,285","6,872,231",33,36,36,41,
MIXX,"4,156,313","5,340,339","6,158,735","7,830,818","6,838,706",,82,77,60,
QRHX,"3,597,648","4,672,983","5,726,849","6,345,409","6,836,104",,,27,,
WJXK,"1,300,703","8,616,934","23,435,525","20,327,315","6,825,665",,,,14,
OFLL,"1,750,295","6,676,095","6,385,782",,,,174,248,275,
FWCN,"3,368,818","3,804,141","4,097,759","4,858,537","6,778,280",,,21,,
KLDH,"5,127,254","5,403,992","5,472,180","6,373,676","6,771,612",,56,80,93,
FEBE,"3,513,956","3,714,792","5,161,206","6,602,520",,,,17,,
